11.55,18.8,0,1,0,0,0
11.5508,18.7693,0,1,0,0,0
11.5512,18.7443,0,1,0,0,0
11.5513,18.7193,0,1,0,0,0
11.551,18.6943,0,1,0,0,0
11.5504,18.6693,0,1,0,0,0
11.5493,18.6443,0,1,0,0,0
11.5477,18.6194,0,1,0,0,0
11.5454,18.5945,0,1,0,0,0
11.5426,18.5696,0,1,0,0,0
11.539,18.5449,0,1,0,0,0
11.5348,18.5202,0,1,0,0,0
11.5298,18.4957,0,1,0,0,0
11.5241,18.4714,0,1,0,0,0
11.5177,18.4472,0,1,0,0,0
11.5106,18.4232,0,1,0,0,0
11.503,18.3995,0,1,0,0,0
11.4951,18.3757,0,1,0,0,0
11.4873,18.352,0,1,0,0,0
11.4795,18.3282,0,1,0,0,0
11.4719,18.3044,0,1,0,0,0
11.4644,18.2806,0,1,0,0,0
11.4572,18.2566,0,1,0,0,0
11.4502,18.2326,0,1,0,0,0
11.4434,18.2085,0,1,0,0,0
11.4369,18.1844,0,1,0,0,0
11.4306,18.1602,0,1,0,0,0
11.4246,18.1359,0,1,0,0,0
11.4189,18.1116,0,1,0,0,0
11.4135,18.0872,0,1,0,0,0
11.4083,18.0627,0,1,0,0,0
11.4034,18.0382,0,1,0,0,0
11.3985,18.0137,0,1,0,0,0
11.3939,17.9891,0,1,0,0,0
11.3896,17.9645,0,1,0,0,0
11.3854,17.9399,0,1,0,0,0
11.3815,17.9152,0,1,0,0,0
11.3777,17.8905,0,1,0,0,0
11.3742,17.8657,0,1,0,0,0
11.3709,17.8409,0,1,0,0,0
11.3678,17.8161,0,1,0,0,0
11.3649,17.7913,0,1,0,0,0
11.3622,17.7664,0,1,0,0,0
11.3596,17.7416,0,1,0,0,0
11.3572,17.7167,0,1,0,0,0
11.355,17.6918,0,1,0,0,0
11.3529,17.6669,0,1,0,0,0
11.351,17.642,0,1,0,0,0
11.3491,17.617,0,1,0,0,0
11.3472,17.5921,0,1,0,0,0
11.3455,17.5671,0,1,0,0,0
11.3438,17.5422,0,1,0,0,0
11.3421,17.5173,0,1,0,0,0
11.3403,17.4923,0,1,0,0,0
11.3385,17.4674,0,1,0,0,0
11.3366,17.4425,0,1,0,0,0
11.3348,17.4175,0,1,0,0,0
11.3328,17.3926,0,1,0,0,0
11.3309,17.3677,0,1,0,0,0
11.3289,17.3428,0,1,0,0,0
11.327,17.3178,0,1,0,0,0
11.3249,17.2929,0,1,0,0,0
11.3229,17.268,0,1,0,0,0
11.3208,17.2431,0,1,0,0,0
11.3187,17.2182,0,1,0,0,0
11.3166,17.1933,0,1,0,0,0
11.3144,17.1684,0,1,0,0,0
11.3122,17.1435,0,1,0,0,0
11.31,17.1186,0,1,0,0,0
11.3078,17.0937,0,1,0,0,0
11.3055,17.0688,0,1,0,0,0
11.3033,17.0439,0,1,0,0,0
11.301,17.019,0,1,0,0,0
11.2986,16.9941,0,1,0,0,0
11.2963,16.9692,0,1,0,0,0
11.294,16.9443,0,1,0,0,0
11.2916,16.9194,0,1,0,0,0
11.2893,16.8945,0,1,0,0,0
11.2869,16.8696,0,1,0,0,0
11.2846,16.8447,0,1,0,0,0
11.2822,16.8199,0,1,0,0,0
11.2799,16.795,0,1,0,0,0
11.2775,16.7701,0,1,0,0,0
11.2752,16.7452,0,1,0,0,0
11.2728,16.7203,0,1,0,0,0
11.2705,16.6954,0,1,0,0,0
11.2681,16.6705,0,1,0,0,0
11.2658,16.6456,0,1,0,0,0
11.2634,16.6207,0,1,0,0,0
11.2611,16.5958,0,1,0,0,0
11.2588,16.571,0,1,0,0,0
11.2564,16.5461,0,1,0,0,0
11.2541,16.5212,0,1,0,0,0
